FOLIO;FECHA;CODIGO_PREDIO;NOMBRE_PREDIO;EQUIPO;UNIDAD_OPERATIVA;INTERVENCION;HORA_INICIO;HORA_TERMINO;TIEMPO_EFECTIVO;HORAS_COLACION;NUMERO_CICLOS;NUMERO_PERSONAS;RUT_EMPRESA;NOMBRE_EMPRESA;NUMERO_ACTA;SECUENCIA;RUT_CALIBRADOR;NOMBRE_CALIBRADOR;DIAMETRO;CODIGO_PRODUCTO;FACTOR_CORTEZA;ESPECIE;TROZOS;CODIGO_DESTINO;LARGO;LARGO_REAL;M3SSC;M3SSC_CABEZAL;STOCK;TIEMPOS_MUERTOS;TOTAL_HR_TMP_MUERTOS;TIPO_NOC;ESTADO_MADERA;FECHA_REGISTRO;FECHA_CORTE;ID_DETALLE_NOC;OBSERVACION;TIPO_EQUIPO;BIOMASA;PRODUCTO;NOMBRE_DESTINO;TEMPORADA;COMPLETA;ZONA_FORESTAL_PREDIO;ZONA_FORESTAL_MOVIL;ZONA_COSECHA;FSC_PRODUCCION;CERTFOR_PRODUCCION
825876;02-05-2026;11983;EL CABRITO CBB;S123;COSECHA;COSECHA;11:00;20:00;7:30;0:30;43;480;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2074817;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0400NRCPLLF;CC;PIRA;;N048;4;4;7,588474;0;258;17-Falta de trozado-0.5|43-Colacion-0.5;60;P;Quemada;02-05-2026 23:46:48;02-05-2026;0;;SKIDDER;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825877;02-05-2026;11983;EL CABRITO CBB;S123;COSECHA;COSECHA;20:00;23:00;2:00;0:30;9;100;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2074817;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375MRCCAL1;CC;PIRA;151;N051;3,65;3,75;37,901;0;437;17-Falta de trozado-0.5;30;P;Manchada;02-05-2026 23:46:55;02-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825877;02-05-2026;11983;EL CABRITO CBB;S123;COSECHA;COSECHA;20:00;23:00;2:00;0:30;9;100;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2074817;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375RRCCAL1;CC;PIRA;40;N051;3,65;3,75;9,24;0;59;17-Falta de trozado-0.5;30;P;Manchada;02-05-2026 23:46:55;02-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825895;02-05-2026;12191;CE-27 ESPINALILLO YBAR;MG5;COSECHA;COSECHA;11:00;23:00;5:00;1:00;17;1232;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2078008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0244URC18-38;CC;PIRA;;T010;2,44;2,44;9,6558;0;25;4-Reparacion/Falla equipo de Trozado-6;360;P;Fresca;03-05-2026 00:38:01;02-05-2026;0;;GRAPPLE;;PULPABLE;CP CONSTITUCION;VE2026;SI;FASA Zona Constituci;FASA Zona Constituci;FASA Zona Constituci;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825895;02-05-2026;12191;CE-27 ESPINALILLO YBAR;MG5;COSECHA;COSECHA;11:00;23:00;5:00;1:00;17;1232;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2078008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0244URC8-16;CC;PIRA;;T010;2,44;2,44;27,2916;0;350;4-Reparacion/Falla equipo de Trozado-6;360;P;Fresca;03-05-2026 00:38:01;02-05-2026;0;;GRAPPLE;;PULPABLE;CP CONSTITUCION;VE2026;SI;FASA Zona Constituci;FASA Zona Constituci;FASA Zona Constituci;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825895;02-05-2026;12191;CE-27 ESPINALILLO YBAR;MG5;COSECHA;COSECHA;11:00;23:00;5:00;1:00;17;1232;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2078008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0410RRCCAL1;CC;PIRA;68;T014;4;4,1;12,92;0;90;4-Reparacion/Falla equipo de Trozado-6;360;P;Fresca;03-05-2026 00:38:01;02-05-2026;0;;GRAPPLE;;ASERRABLE;CN VINALES;VE2026;SI;FASA Zona Constituci;FASA Zona Constituci;FASA Zona Constituci;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825903;02-05-2026;11734;COIHUECO Y OTROS (BB);TEA08;COSECHA;COSECHA;11:00;23:00;0:00;1:00;0;0;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076233;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0244NRCPLLF;CC;PIRA;0;N048;2,39;2,44;0;0;50;4-Reparacion/Falla equipo de Trozado-11;660;P;Quemada;03-05-2026 00:42:30;02-05-2026;0;;FORWINCH;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825903;02-05-2026;11734;COIHUECO Y OTROS (BB);TEA08;COSECHA;COSECHA;11:00;23:00;0:00;1:00;0;0;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076233;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265LRCCAL1;CC;PIRA;0;N051;2,6;2,65;0;0;50;4-Reparacion/Falla equipo de Trozado-11;660;P;Quemada;03-05-2026 00:42:30;02-05-2026;0;;FORWINCH;;PODADO;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825903;02-05-2026;11734;COIHUECO Y OTROS (BB);TEA08;COSECHA;COSECHA;11:00;23:00;0:00;1:00;0;0;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076233;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265MRCCAL1;CC;PIRA;0;N051;2,6;2,65;0;0;50;4-Reparacion/Falla equipo de Trozado-11;660;P;Quemada;03-05-2026 00:42:30;02-05-2026;0;;FORWINCH;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825903;02-05-2026;11734;COIHUECO Y OTROS (BB);TEA08;COSECHA;COSECHA;11:00;23:00;0:00;1:00;0;0;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076233;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0350URCPLLF;CC;PIRA;0;N011;3,4;3,5;0;0;30;4-Reparacion/Falla equipo de Trozado-11;660;P;Fresca;03-05-2026 00:42:30;02-05-2026;0;;FORWINCH;;PULPABLE;PTA NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825903;02-05-2026;11734;COIHUECO Y OTROS (BB);TEA08;COSECHA;COSECHA;11:00;23:00;0:00;1:00;0;0;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076233;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375MRCCAL1;CC;PIRA;0;N051;3,65;3,75;0;0;120;4-Reparacion/Falla equipo de Trozado-11;660;P;Quemada;03-05-2026 00:42:30;02-05-2026;0;;FORWINCH;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825903;02-05-2026;11734;COIHUECO Y OTROS (BB);TEA08;COSECHA;COSECHA;11:00;23:00;0:00;1:00;0;0;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076233;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375RRCCAL1;CC;PIRA;0;N051;3,65;3,75;0;0;120;4-Reparacion/Falla equipo de Trozado-11;660;P;Fresca;03-05-2026 00:42:30;02-05-2026;0;;FORWINCH;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825904;02-05-2026;11982;LO MARJU CBB;TEA02;COSECHA;COSECHA;11:00;23:00;10:30;1:00;78;581;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2077169;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;E0400NGCPLLF;CC;EUGL;0;N048;4;4;32,86332;0;32;42-Descanso/Pausa programada-0.5;30;P;Quemada;03-05-2026 00:43:56;;0;;FORWINCH;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825904;02-05-2026;11982;LO MARJU CBB;TEA02;COSECHA;COSECHA;11:00;23:00;10:30;1:00;78;581;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2077169;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0400NRCPLLF;CC;PIRA;;N048;4;4;80,944237;0;300;42-Descanso/Pausa programada-0.5;30;P;Quemada;03-05-2026 00:43:56;02-05-2026;0;;FORWINCH;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825918;02-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;1;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265LRCCAL1;CC;PIRA;0;N051;2,6;2,65;0;0;68;4-Reparacion/Falla equipo de Trozado-10;600;P;Quemada;03-05-2026 01:09:07;02-05-2026;0;;SKIDDER;;PODADO;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825918;02-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;1;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265MRCCAL1;CC;PIRA;0;N051;2,6;2,65;0;0;52;4-Reparacion/Falla equipo de Trozado-10;600;P;Quemada;03-05-2026 01:09:07;02-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825918;02-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;1;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265PRCCAL1;CC;PIRA;0;N051;2,6;2,65;0;0;33;4-Reparacion/Falla equipo de Trozado-10;600;P;Fresca;03-05-2026 01:09:07;02-05-2026;0;;SKIDDER;;PODADO;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825918;02-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;1;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265RRCCAL1;CC;PIRA;0;N051;2,6;2,65;0;0;90;4-Reparacion/Falla equipo de Trozado-10;600;P;Fresca;03-05-2026 01:09:07;02-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825918;02-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;1;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0350URCPLLF;CC;PIRA;;N011;3,5;3,5;3,434592;0;85;4-Reparacion/Falla equipo de Trozado-10;600;P;Fresca;03-05-2026 01:09:07;02-05-2026;0;;SKIDDER;;PULPABLE;PTA NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825918;02-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;1;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375MRCCAL1;CC;PIRA;0;N051;3,65;3,75;0;0;115;4-Reparacion/Falla equipo de Trozado-10;600;P;Quemada;03-05-2026 01:09:07;02-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825918;02-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;1;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375RRCCAL1;CC;PIRA;0;N051;3,65;3,75;0;0;380;4-Reparacion/Falla equipo de Trozado-10;600;P;Fresca;03-05-2026 01:09:07;02-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825918;02-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;1;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0400NRCPLLF;CC;PIRA;0;N048;4;4;0;0;22;4-Reparacion/Falla equipo de Trozado-10;600;P;Quemada;03-05-2026 01:09:07;;0;;SKIDDER;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825918;02-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;1;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0400NRCPLLF;CC;PIRA;0;N048;4;4;0;0;47;4-Reparacion/Falla equipo de Trozado-10;600;P;Quemada;03-05-2026 01:09:07;02-05-2026;0;;SKIDDER;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825924;02-05-2026;11748;LAS ULLOAS (BB);S223;COSECHA;COSECHA;11:00;23:00;6:00;1:00;26;132;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076549;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265LRCCAL1;CC;PIRA;40;N051;2,6;2,65;13,56;0;25;1-Reparacion/Falla equipo de volteo-5;300;P;Quemada;03-05-2026 01:19:35;02-05-2026;0;;SKIDDER;;PODADO;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825924;02-05-2026;11748;LAS ULLOAS (BB);S223;COSECHA;COSECHA;11:00;23:00;6:00;1:00;26;132;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076549;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265MRCCAL1;CC;PIRA;25;N051;2,6;2,65;8;0;25;1-Reparacion/Falla equipo de volteo-5;300;P;Quemada;03-05-2026 01:19:35;02-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825924;02-05-2026;11748;LAS ULLOAS (BB);S223;COSECHA;COSECHA;11:00;23:00;6:00;1:00;26;132;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076549;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0300NRCPLVA;CC;PIRA;;N048;3;3;77,888825;0;300;1-Reparacion/Falla equipo de volteo-5;300;P;Quemada 2;03-05-2026 01:19:35;02-05-2026;0;;SKIDDER;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825924;02-05-2026;11748;LAS ULLOAS (BB);S223;COSECHA;COSECHA;11:00;23:00;6:00;1:00;26;132;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076549;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375MRCCAL1;CC;PIRA;274;N051;3,65;3,75;59,458;0;150;1-Reparacion/Falla equipo de volteo-5;300;P;Manchada;03-05-2026 01:19:35;02-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
825939;02-05-2026;10608;POLHUIN;T125;COSECHA;COSECHA;11:00;23:00;9:00;1:00;112;450;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2077147;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;E0550UGCPLLF;CC;EUGL;;N011;5,5;5,5;181,0035;0;2800;25-Instalacion de torre (vientos/ soportes)-2;120;P;Fresca;03-05-2026 01:27:18;02-05-2026;0;;TORRE500;;PULPABLE;PTA NVA ALDEA;VE2026;SI;FASA Zona Constituci;FASA Zona Constituci;FASA Zona Constituci;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
